wav_filename,wav_filesize,transcript
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_062.wav,1.7243125,un gbɔ hun
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_063.wav,3.0175,avun wε han bɔ lεngbɔ ɖo gba nya wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_064.wav,1.6335625,un gɔn azɔmε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_065.wav,2.5864375,alɔdudo towe hu do mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_066.wav,3.062875,nu ɖokpo gee jεn hu do mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_067.wav,2.3595625,gbawunjonɔ ɖie
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_068.wav,3.4031875,nataa ja le ɔ gbεtɔ nɔ su kpɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_069.wav,2.881375,e gla awa bo ɖo zɔnlin ɖi wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_070.wav,3.10825,e nɔ ɖi zɔnlin gbagbaɖa gbagbaɖa
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_071.wav,2.20075,e ɖo yiyi ganji
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_072.wav,2.7225625,gan ce ɖazɔ wa wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_073.wav,2.6771875,e fɔn zanzan fuu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_074.wav,2.92675,xɔ ɔ mε bi nɔ hwεn wan gungungun
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_075.wav,1.5881875,nyε ɖie
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_076.wav,2.609125,nyε ɖesu un ɖo ɖagbe
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_077.wav,2.2234375,mε elɔ nyila hun din
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_078.wav,3.5846875,e guda gusi do nusunnuu ɔ wu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_079.wav,2.790625,e hεn wema ce lε guda
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_080.wav,2.8133125,e guda de wu ganji a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_081.wav,2.972125,e gudu siman do kɔ wu ganji a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_082.wav,2.881375,nyε ɖesu wε klɔ gannu ɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_083.wav,2.064625,e ɖu nu vɔvɔ a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_084.wav,2.0419375,avɔ ɖokpo ɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_085.wav,1.83775,nyε ɖesunɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_086.wav,2.699875,zan gblɔn ahwan nu we
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_087.wav,2.01925,nuvu gbε do we
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_088.wav,1.6789375,mi wa nu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_089.wav,4.061125,e sɔ wema tɔn ɖo gbanu bo yi akwε do
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_090.wav,1.9511875,xomε gble e
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_091.wav,2.2915,ma yi ɖalɔ go mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_092.wav,2.1780625,e do gan alɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_093.wav,2.6771875,e nyi avɔ kɔ gεε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_094.wav,2.92675,sɔ kεkε towe gan ɖo do wu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_095.wav,2.246125,e do e gan
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_096.wav,2.473,alin ɔ ɖo xwe tεntin
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_097.wav,2.8133125,e ɖo gbεdomε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_098.wav,2.56375,e ɖo gbεya ji wε din
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_099.wav,1.5428125,ce wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_100.wav,1.747,nyε wε ɖu nu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_101.wav,1.83775,na mi akwε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_102.wav,2.4956875,hweɖenu e wa ɔ e ɖɔ xo nu mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_103.wav,2.5864375,nyε ɔ un nɔ nyi pɔlu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_104.wav,2.7679375,awi su ɖaxo sɔ gbɔ a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_105.wav,3.2216875,e blo sun atɔn bɔ un bε azɔ ɖo finε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_106.wav,2.3595625,mεɖaxo ku do le hwenu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_107.wav,4.19725,nyε ɖo kpinkplɔn wε ε bo na do jla ajɔ ce na
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_108.wav,2.1780625,gbεtɔ e ɖo finε e gbi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_109.wav,2.4503125,e gble tamε ni
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_110.wav,4.37875,a jε finε ɔ mε lε na xlε we gletoxo ɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_111.wav,2.0873125,mε nabi wε ku tawun
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_112.wav,2.2688125,gu ku wε ku
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_113.wav,1.973875,e yi ku zozo
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_114.wav,1.65625,e ma ku a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_115.wav,1.8150625,azɔn ɔ gble
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_116.wav,2.56375,e nɔ gba gi ɖo mɔ mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_117.wav,2.56375,e gban nya nu do mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_118.wav,1.520125,e gban ya nu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_119.wav,2.473,etε sin nu gban nya wε a ɖe
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_120.wav,1.520125,ye na ku
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_121.wav,2.246125,e ma na ku gε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_122.wav,3.3124375,jinukun ko mya go ɖo gle mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_123.wav,2.336875,a ma na blo a e
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_124.wav,2.790625,un nɔ ɖu jε kpodo takin kpan a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_125.wav,2.7225625,e gbigba ayikungban ɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_126.wav,2.336875,bɔ kan nyikɔ ce byɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_127.wav,2.4049375,nyikɔ ce nɔ nyi fina
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_128.wav,2.064625,tagba gbelu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_129.wav,2.38225,eo un sixu blo a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_130.wav,1.65625,mi na yi a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_131.wav,3.788875,mama xwe ɔ ni nyi xwesi nu mi bi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp014_132.wav,2.064625,e yi fi ti a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_001.wav,1.8376875,glo ɖɔ a ɖe
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_002.wav,2.56375,un gɔn yεhwe zanzan tɔn xa
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_003.wav,2.0873125,e ku bɔ e ɖii
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_004.wav,2.790625,e klan gbe xa mi ɖo vivε ji
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_005.wav,2.1326875,e ɖɔ a ma wa o
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_006.wav,2.518375,to mitɔn lε nɔ se xo
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_007.wav,2.1326875,e gla do tɔ tɔn wu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_008.wav,1.83775,e gla wa fi a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_009.wav,1.7696875,e gla na kε nu a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_010.wav,1.883125,e gla do tɔ tɔn wu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_011.wav,2.2915,hɔn ɔ ɖo nuvo gbaa
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_012.wav,1.9285,gbε ko hun ali ni
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_013.wav,2.1780625,e hun hɔn ɔ glaa
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_014.wav,2.2915,e hun hɔn ɔ gblawun
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_015.wav,2.56375,e hun hɔn ɔ kε gblala
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_016.wav,3.0401875,e van nukun gbaan
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_017.wav,1.610875,kεkε tɔn gble
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_018.wav,1.5428125,e na wa yi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_019.wav,1.747,ye na wa ku
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_020.wav,2.9040625,e nɔ gbo jage do xo ɔ mε din
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_021.wav,2.518375,e nɔ do fɔngbe ganji
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_022.wav,2.790625,e ɖɔ xo nu mi ɖo nu glɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_023.wav,1.9285,mε a ɖɔ xo na
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_024.wav,1.973875,e ɖɔ xo ɖayi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_025.wav,2.1326875,e ɖo xo ɖɔ wε ɖayi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_026.wav,2.972125,a ku gan kpo xoɖiɖɔ kpo
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_027.wav,3.1309375,jezu yi wan nu mi bo wa nɔ mi mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_028.wav,2.064625,e se xo e a ɖɔ lε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_029.wav,2.4956875,e gbo kwε ɔ hwla
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_030.wav,1.6789375,e gbo lan ɖu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_031.wav,2.155375,e gbo ɖɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_032.wav,2.4503125,e gɔn yiyi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_033.wav,2.4503125,e yi trolo jεn a wa
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_034.wav,1.883125,un wa ba yi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_035.wav,1.973875,a ma yi dɔn a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_036.wav,3.0401875,e ɖɔ nu mi ɖɔ a kun na wa o
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_037.wav,2.609125,un ɖu nu loɔ un ka gɔ xo a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_038.wav,1.9511875,e na ɖu nu ace
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_039.wav,2.2688125,fi tε nya elɔ ka gbɔn
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_040.wav,2.1326875,e din gbɔn fi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_041.wav,2.1780625,e gbɔn ji ce
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_042.wav,1.9965625,wa yi gbɔn fi s
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_043.wav,2.6545,e gbɔn nu glɔ bo wa gɔn ce
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_044.wav,1.520125,ku do gbe ɖe
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_045.wav,1.6789375,to ɖetε wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_046.wav,1.6789375,gbe nyɔ a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_047.wav,3.0401875,un lin nu gege gbɔn gbla tɔn mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_048.wav,1.65625,ajɔ gu mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_049.wav,2.2688125,gbεtɔ na ɖo gbigbε mi wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_050.wav,1.3159375,mε nε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_051.wav,1.8604375,un mɔ mεti a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_052.wav,1.9285,mε e un ɖɔ xo xa ɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_053.wav,2.1326875,e hεn vi ce gble
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_054.wav,3.244375,un mɔ tε ɖokpo ɖo zun gozwe ɖe mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_055.wav,1.83775,dεdε gi nɔ bi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_056.wav,2.6771875,e geze kpεɖe din mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_057.wav,2.8133125,lε ɖɔ kpεɖe nu mi ɖe ji
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_058.wav,2.4049375,e gbo adɔ bo ɖɔ xo
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_059.wav,3.3124375,enyi xεsi ɖi we ɔ ayi towe bi gba do
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_060.wav,3.698125,an nya ε nεgbɔn a ɖafɔ ji ce
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_061.wav,2.56375,un nɔ ɖu jε bo nɔ ɖu takin a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_062.wav,2.2234375,gbɔnvε mε mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_063.wav,4.2653125,vi mεxo ɔ jε gbεvi han do tɔ tɔn ji
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_064.wav,3.9476875,lee a ɖe din ɔ e nyɔ nukun ce mε tlala
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_065.wav,2.11,e gɔ tun fla
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_066.wav,1.8150625,e gɔ kɔ nyayi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_067.wav,3.244375,tɔ ce ku wε zɔn bɔ un ya vi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_068.wav,3.244375,e xo mi enε wutu wε un ya vi i
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_069.wav,1.9058125,ji ja ɔ gbεmε na fa
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_070.wav,3.062875,ɖo ji ja wutu wε un yi azɔmε a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_071.wav,2.4049375,jikun ɖona ja ɖazan tɔn mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_072.wav,2.5410625,kɔ tɔn gbo ala
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_073.wav,1.47475,e wazɔ hu mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_074.wav,1.6335625,e hu mεxo mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_075.wav,3.1763125,un sɔ na nɔ xa mi gaga ɖe ă
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_076.wav,2.155375,un sɔ yi azɔmε a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_077.wav,1.5655,un na sɔ wa a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_078.wav,2.6318125,ajaka hwe hu awi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_079.wav,2.2688125,mi ma sɔ wa o
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_080.wav,1.9058125,e ɖo nu na ɖu wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_081.wav,1.7696875,e ɖo genu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_082.wav,2.6771875,awi wa bɔ e nε hwevi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_083.wav,1.5655,a ɖo ɖagbe a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_084.wav,1.9965625,e ɖo gbatε sɔ wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_085.wav,1.8604375,e nɔ sɔ gbatε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_086.wav,2.8133125,egbe ɔ un kpe alɔ ɖagbe
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_087.wav,1.973875,a ɖo ɖagbe a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_088.wav,1.8150625,e ɖo glo tɔn
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_089.wav,2.2234375,wutu ce slɔ fun
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_090.wav,9.143125,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_091.wav,1.29325,nε gbɔn
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_092.wav,4.0384375,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_093.wav,2.2688125,e gbε kpo ɖo tunnu tɔn
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_094.wav,3.65275,mεsi kplɔn nu ye cobɔ ye ɖu afɔku
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_095.wav,1.6789375,e gɔ gbe
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_096.wav,1.8150625,e ɖo mawusi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_097.wav,3.4939375,fina a sii ɖɔ fi e a gosin ɔ nu mi a
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_098.wav,1.9058125,un hεn ɔ na blo
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_099.wav,1.9285,eo nyε un kpewu a mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_100.wav,1.4520625,mɔ jεn wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_101.wav,2.246125,e gbla klεklε nu
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_102.wav,1.747,e gbe yawo
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_103.wav,2.246125,wema ce yi gbe un ja
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_104.wav,1.83775,glo mɔ glo sɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_105.wav,1.9511875,glelilε ma nyɔ ze
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_106.wav,3.4939375,sɔ gbɔ yi do kan sɔ kan yi do gbɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_107.wav,2.38225,nyɔnu e sin avɔ un yi ɔ
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_108.wav,3.7661875,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_109.wav,2.246125,un ɖo gbe towe xo wε
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_110.wav,2.4503125,e fyɔn nutitε nu mi
/home/frejus/Projects/Fongbe_ASR/pyFongbe/data/train/wav/denise/denise_fongbe_corp015_111.wav,2.246125,e fyɔn nutitε nu mi
